d_98	1		john did n't talk to any woman .
d_98	1		a doctor will tell you that .
d_98	1		you may pick a flower .
d_98	1		john talked to women who came up to him .
d_98	1		any student in mary 's class is working on negative polarity .
d_98	1		which student would any professor support ?
d_98	1		if anyone can solve this problem , bill can .
d_98	1		any owl can hunt mice .
d_98	0	*	john talked to any woman .
d_98	0	*	any woman contributed to the fund .
d_98	1		john talked to any woman who came up to him .
d_98	1		any woman who heard the news contributed to the fund .
d_98	1		any man who saw the fly in the food did n't eat dinner .
d_98	1		you may pick any flower .
d_98	0	*	you must pick any flower .
d_98	1		any pilot could be flying this plane .
d_98	0	*	any pilot must be flying this plane .
d_98	1		any student must work hard .
d_98	1		any doctor will tell you that .
d_98	1		any soldier should be prepared to die for her country .
d_98	1		john talked to a woman .
d_98	1		john did n't talk to a woman .
d_98	1		john kissed even the ugliest woman .
d_98	1		john kissed even the ugliest woman who came up to him .
d_98	1		a lion is usually majestic .
d_98	0	*	any lion is usually majestic .
d_98	1		a philosopher is sometimes wrong .
d_98	1		any philosopher is sometimes wrong .
d_98	1		you must pick a flower .
d_98	1		a pilot must be flying this plane .
d_98	1		a student must work hard .
d_98	1		a soldier should be prepared to die for her country .
d_98	1		rarely is any lion majestic .
d_98	1		seldom is any lion majestic .
d_98	1		never is any lion majestic .
d_98	0	*	usually , any lion is majestic .
d_98	0	*	often , any lion is majestic .
d_98	0	*	always , any lion is majestic .
d_98	1		you may pick absolutely any flower .
d_98	1		you may pick almost any flower .
d_98	1		almost any pilot could be flying this plane .
d_98	1		absolutely any pilot could be flying this plane .
d_98	1		you may pick any flower except the rose .
d_98	1		any pilot except sue could be flying this plane .
d_98	1		john talked to absolutely any woman who came up to him .
d_98	1		john talked to almost any woman who came up to him .
d_98	1		john talked to any woman who came up to him except sue .
d_98	1		john put carrots from his garden in the salad .
d_98	1		john put any carrot from his garden in the salad .
d_98	1		john talked to a woman who came up to him .
d_98	1		a woman who heard the news contributed to the fund .
d_98	1		a man who saw the fly in the food did n't eat dinner .
d_98	1		john talked to every woman who came up to him .
d_98	1		every woman who heard the news contributed to the fund .
d_98	1		every man who saw the fly in the food did n't eat dinner .
d_98	1		john talked to every woman .
d_98	1		mary regretted that she did anything to help him .
d_98	0	*	mary talked to any man or any woman .
d_98	1		every student who is in mary 's class is working on polarity items .
d_98	1		it happens to be true of every student in mary 's class that he is working on polarity items .
d_98	1		every student in mary 's class , by virtue of being in her class , is working on polarity items .
d_98	1		every student in mary 's class happened to vote republican .
d_98	1		every woman standing under that tree is mary 's friend .
d_98	1		the president thanked every soldier who had fought in the .
d_98	1		everybody who attended last week 's huge rally signed the petition .
d_98	1		we did n't keep a list of the names , but the president thanked every soldier who had fought in the gulf war .
d_98	0	*	every student in mary 's class , whoever they were , happened to vote republican .
d_98	0	*	every woman standing under that tree , whoever she may be , is mary 's friend .
d_98	0	*	any student in mary 's class happened to vote .
d_98	0	*	any woman standing under that tree is mary 's friend .
d_98	1		the president thanked any soldier who had fought in the gulf .
d_98	1		every restaurant that advertises in any of these papers happens to have four stars in the handbook .
d_98	1		everybody who is in mary 's semantics seminar is writing a paper on polarity items .
d_98	1		john talked to any woman at the party .
d_98	1		john talked to any politician who is powerful .
d_98	0	*	john talked to any powerful politician .
d_98	1		mary confidently answered any objections .
d_98	1		after the dinner , we threw away any leftovers .
d_98	0	*	john bought any picture of queen elizabeth .
d_98	1		john bought any picture of queen elizabeth that was on sale .
d_98	1		every philosopher is sometimes wrong , but he usually does n't admit it .
d_98	0	*	any lion is generally majestic .
d_98	0	*	any lion is rare .
d_98	1		any female tiger has orange fur , marked with black stripes .
d_98	1		birds fly .
d_98	1		any bird flies .
d_98	1		all fugitives are in jail now .
d_98	1		all lizards will die .
d_98	0	*	yesterday john talked to any woman .
d_98	1		yesterday john talked to any woman he saw .
d_98	1		snow is white and snow is not white .
d_98	1		any man did n't eat dinner .
d_98	1		mary talks to any student .
d_98	0	*	mary talked to any angry student .
d_98	1		mary talked to any student who was angry .
d_98	0	*	mary talked to any actual student .
